rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
11,0,Seppuku,1962,http://www.icheckmovies.com/movies/seppuku/,5308,1304,23,15,556,Harakiri,http://www.imdb.com/title/tt0056058/,"2010-01-30 15:23:27",no,no,no,no
12,0,"Zatôichi monogatari",1962,http://www.icheckmovies.com/movies/zatoichi+monogatari/,719,58,1,2,87,"The Tale of Zatoichi",http://www.imdb.com/title/tt0056714/,"2011-12-31 17:54:28",no,no,no,no
13,0,"Zoku Zatôichi monogatari",1962,http://www.icheckmovies.com/movies/zoku+zatoichi+monogatari/,444,15,5,2,54,"The Tale of Zatoichi Continues",http://www.imdb.com/title/tt0200309/,"2011-12-31 17:54:29",no,no,no,no
14,0,Kiru,1962,http://www.icheckmovies.com/movies/kiru-1962/,144,8,1,2,43,,http://www.imdb.com/title/tt0056144/,no,no,no,no,no
15,0,Chûshingura,1962,http://www.icheckmovies.com/movies/chushingura/,223,20,3,1,82,Chushingura,http://www.imdb.com/title/tt0055850/,"2011-11-12 22:25:58",no,no,no,no
16,0,"Shin Zatôichi monogatari",1963,http://www.icheckmovies.com/movies/shin+zatoichi+monogatari/,399,19,2,2,50,"New Tale of Zatoichi",http://www.imdb.com/title/tt0057503/,"2011-12-31 17:54:30",no,no,no,no
17,0,"Nemuri Kyôshirô: Sappôchô",1963,http://www.icheckmovies.com/movies/nemuri+kyoshiro+sappocho/,64,0,0,1,19,"Sleepy Eyes of Death: The Chinese Jade",http://www.imdb.com/title/tt0148940/,"2018-05-31 14:40:15",no,no,no,no
18,0,"Zatôichi sekisho yaburi",1964,http://www.icheckmovies.com/movies/zatoichi+sekisho+yaburi/,282,8,2,2,49,"Adventures of Zatoichi",http://www.imdb.com/title/tt0164984/,"2011-12-31 17:54:38",no,no,no,no
19,0,Kaidan,1964,http://www.icheckmovies.com/movies/kaidan/,3055,339,31,12,407,Kwaidan,http://www.imdb.com/title/tt0058279/,no,no,no,no,no
20,0,"Sanbiki no samurai",1964,http://www.icheckmovies.com/movies/sanbiki+no+samurai/,608,50,0,2,98,"Three Outlaw Samurai",http://www.imdb.com/title/tt0058652/,"2011-11-22 01:29:28",no,no,no,no
21,0,"Nemuri Kyôshirô: Joyôken",1964,http://www.icheckmovies.com/movies/nemuri+kyoshiro+joyoken/,46,2,1,1,20,,http://www.imdb.com/title/tt0123188/,"2018-06-12 04:17:20",no,no,no,no
22,0,Samurai,1965,http://www.icheckmovies.com/movies/samurai/,219,20,1,1,77,"Samurai Assassin",http://www.imdb.com/title/tt0059673/,"2013-01-15 15:12:10",no,no,no,no
23,0,"Tange Sazen: Hien iaigiri",1966,http://www.icheckmovies.com/movies/tange+sazen+hien+iaigiri/,68,3,1,1,29,"The Secret of the Urn",http://www.imdb.com/title/tt0171812/,no,no,no,no,no
