rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
48,0,Casablanca,1942,http://www.icheckmovies.com/movies/casablanca/,56628,5949,275,36,1464,,http://www.imdb.com/title/tt0034583/,"2010-01-30 15:23:27",no,no,no,no
49,0,"C'era una volta il West",1968,http://www.icheckmovies.com/movies/cera+una+volta+il+west/,27177,3478,112,26,1092,"Once Upon a Time in the West",http://www.imdb.com/title/tt0064116/,"2010-01-30 15:23:27",no,no,no,no
50,0,"Rear Window",1954,http://www.icheckmovies.com/movies/rear+window/,47144,5831,121,28,1296,,http://www.imdb.com/title/tt0047396/,"2010-01-30 15:23:27",no,no,no,no
51,0,"Nuovo Cinema Paradiso",1988,http://www.icheckmovies.com/movies/nuovo+cinema+paradiso/,21544,2897,142,18,716,"Cinema Paradiso",http://www.imdb.com/title/tt0095765/,"2010-01-30 15:23:27",no,no,no,no
52,0,Alien,1979,http://www.icheckmovies.com/movies/alien/,82023,7146,262,28,1507,,http://www.imdb.com/title/tt0078748/,"2010-01-30 15:23:26",no,no,no,no
53,0,"Apocalypse Now",1979,http://www.icheckmovies.com/movies/apocalypse+now/,62965,6504,357,35,1512,,http://www.imdb.com/title/tt0078788/,"2010-01-30 15:23:26",no,no,no,no
54,0,Memento,2000,http://www.icheckmovies.com/movies/memento/,93885,11057,460,24,1236,,http://www.imdb.com/title/tt0209144/,"2010-01-30 15:23:27",no,no,no,no
55,0,"Raiders of the Lost Ark",1981,http://www.icheckmovies.com/movies/raiders+of+the+lost+ark/,91990,6842,257,28,1231,,http://www.imdb.com/title/tt0082971/,"2010-01-30 15:23:27",no,no,no,no
56,0,"The Great Dictator",1940,http://www.icheckmovies.com/movies/the+great+dictator/,26314,2395,99,24,779,,http://www.imdb.com/title/tt0032553/,"2010-01-30 15:23:28",no,no,no,no
57,0,"Das Leben der Anderen",2006,http://www.icheckmovies.com/movies/das+leben+der+anderen/,30162,3894,114,19,780,"The Lives of Others",http://www.imdb.com/title/tt0405094/,"2010-01-30 15:23:27",no,no,no,no
58,0,"Django Unchained",2012,http://www.icheckmovies.com/movies/django+unchained/,61559,6433,263,10,1033,,http://www.imdb.com/title/tt1853728/,"2013-04-20 22:07:23",no,no,no,no
59,0,"Paths of Glory",1957,http://www.icheckmovies.com/movies/paths+of+glory/,18082,2343,77,25,855,,http://www.imdb.com/title/tt0050825/,"2010-01-30 15:23:27",no,no,no,no
60,0,"Sunset Blvd.",1950,http://www.icheckmovies.com/movies/sunset+blvd./,25879,3667,100,33,1222,"Sunset Boulevard",http://www.imdb.com/title/tt0043014/,"2010-01-30 15:23:28",no,no,no,no
