rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
418,-13,"Shaun of the Dead",2004,http://www.icheckmovies.com/movies/shaun+of+the+dead/,75419,6798,396,12,827,,http://www.imdb.com/title/tt0365748/,"2010-01-30 15:23:27",no,no,no,no
419,-5,"Singin' in the Rain",1952,http://www.icheckmovies.com/movies/singin+in+the+rain/,41255,4024,156,36,1249,,http://www.imdb.com/title/tt0045152/,"2010-01-30 15:23:27",no,no,no,no
420,-5,"Slap Shot",1977,http://www.icheckmovies.com/movies/slap+shot/,2722,176,20,1,133,,http://www.imdb.com/title/tt0076723/,"2012-01-14 20:28:23",no,no,no,no
421,-3,"Something Wild",1986,http://www.icheckmovies.com/movies/something+wild/,1983,106,12,4,180,,http://www.imdb.com/title/tt0091983/,no,no,no,no,no
422,0,"Spanking the Monkey",1994,http://www.icheckmovies.com/movies/spanking+the+monkey/,729,26,19,2,81,,http://www.imdb.com/title/tt0111252/,no,no,no,no,no
423,3,"Stardust Memories",1980,http://www.icheckmovies.com/movies/stardust+memories/,3131,241,21,4,193,,http://www.imdb.com/title/tt0081554/,no,no,no,no,no
424,6,Stripes,1981,http://www.icheckmovies.com/movies/stripes/,4999,186,56,3,131,,http://www.imdb.com/title/tt0083131/,"2016-10-15 18:21:20",no,no,no,no
425,7,"Sullivan's Travels",1941,http://www.icheckmovies.com/movies/sullivans+travels/,6791,677,41,23,583,,http://www.imdb.com/title/tt0034240/,"2010-06-23 19:59:36",no,no,no,no
426,23,Tillsammans,2000,http://www.icheckmovies.com/movies/tillsammans/,3135,260,23,9,205,Together,http://www.imdb.com/title/tt0203166/,no,no,no,no,no
427,28,"The Toxic Avenger",1984,http://www.icheckmovies.com/movies/the+toxic+avenger/,4449,200,96,3,197,,http://www.imdb.com/title/tt0090190/,no,no,no,no,no
428,36,"The Twelve Chairs",1970,http://www.icheckmovies.com/movies/the+twelve+chairs/,666,23,7,1,53,,http://www.imdb.com/title/tt0066495/,no,no,no,no,no
429,41,Up!,1976,http://www.icheckmovies.com/movies/upexclamation/,458,21,13,1,54,,http://www.imdb.com/title/tt0075376/,no,no,no,no,no
430,41,"Up in Smoke",1978,http://www.icheckmovies.com/movies/up+in+smoke/,5301,176,47,4,139,,http://www.imdb.com/title/tt0078446/,no,no,no,no,no
431,51,"Welcome to the Dollhouse",1995,http://www.icheckmovies.com/movies/welcome+to+the+dollhouse/,4735,403,59,5,223,,http://www.imdb.com/title/tt0114906/,no,no,no,no,no
432,66,"Mujeres al borde de un ataque de ""nervios""",1988,http://www.icheckmovies.com/movies/mujeres+al+borde+de+un+ataque+de+nervios/,5819,543,38,15,361,"Women on the Verge of a Nervous Breakdown",http://www.imdb.com/title/tt0095675/,no,no,no,no,no
433,-347,"Cat Ballou",1965,http://www.icheckmovies.com/movies/cat+ballou/,1969,74,35,2,165,,http://www.imdb.com/title/tt0059017/,no,no,no,no,no
434,-310,"Dead Man",1995,http://www.icheckmovies.com/movies/dead+man/,11704,1271,116,12,496,,http://www.imdb.com/title/tt0112817/,"2010-01-30 15:23:27",no,no,no,no
435,-203,"Il buono, il brutto, il cattivo",1966,http://www.icheckmovies.com/movies/il+buono+il+brutto+il+cattivo/,48020,6865,157,26,1249,"The Good, the Bad and the Ugly",http://www.imdb.com/title/tt0060196/,"2010-01-30 15:23:27",no,no,no,no
436,-203,"Il grande silenzio",1968,http://www.icheckmovies.com/movies/il+grande+silenzio/,2213,300,16,5,276,"The Great Silence",http://www.imdb.com/title/tt0063032/,"2010-12-18 01:56:58",no,no,no,no
437,-220,"High Plains Drifter",1973,http://www.icheckmovies.com/movies/high+plains+drifter/,5348,346,35,4,261,,http://www.imdb.com/title/tt0068699/,"2011-10-29 15:22:10",no,no,no,no
438,-193,"Johnny Guitar",1954,http://www.icheckmovies.com/movies/johnny+guitar/,4232,432,29,18,503,,http://www.imdb.com/title/tt0047136/,"2011-12-21 05:09:32",no,no,no,no
439,-100,"One-Eyed Jacks",1961,http://www.icheckmovies.com/movies/one-eyed+jacks/,1481,56,14,10,213,,http://www.imdb.com/title/tt0055257/,"2012-07-29 16:37:54",no,no,no,no
440,-97,"The Outlaw Josey Wales",1976,http://www.icheckmovies.com/movies/the+outlaw+josey+wales/,7965,503,38,11,390,,http://www.imdb.com/title/tt0075029/,"2010-06-21 22:18:23",no,no,no,no
441,-42,"The Searchers",1956,http://www.icheckmovies.com/movies/the+searchers/,12831,1019,150,24,921,,http://www.imdb.com/title/tt0049730/,"2010-01-30 15:23:28",no,no,no,no
442,49,"The Wild Bunch",1969,http://www.icheckmovies.com/movies/the+wild+bunch/,12776,979,94,24,822,,http://www.imdb.com/title/tt0065214/,"2010-01-30 15:23:28",no,no,no,no
443,-284,"Quién sabe?",1967,http://www.icheckmovies.com/movies/quien+sabequestion/,663,49,6,3,103,"A Bullet for the General",http://www.imdb.com/title/tt0061429/,"2012-01-14 18:33:43",no,no,no,no
444,-238,"Grim Prairie Tales: Hit the Trail... to Terror",1990,http://www.icheckmovies.com/movies/grim+prairie+tales+hit+the+trail...+to+terror/,122,3,3,1,35,,http://www.imdb.com/title/tt0099704/,no,no,no,no,no
445,-225,"The Hired Hand",1971,http://www.icheckmovies.com/movies/the+hired+hand/,560,31,11,3,116,,http://www.imdb.com/title/tt0067204/,no,no,no,no,no
446,-163,"The Long Riders",1980,http://www.icheckmovies.com/movies/the+long+riders/,1103,30,16,3,119,,http://www.imdb.com/title/tt0081071/,"2012-02-04 21:17:03",no,no,no,no
447,-157,"McCabe & Mrs. Miller",1971,http://www.icheckmovies.com/movies/mccabe+and+mrs.+miller/,5031,541,60,18,528,,http://www.imdb.com/title/tt0067411/,"2011-12-18 22:32:01",no,no,no,no
448,-137,"The Missouri Breaks",1976,http://www.icheckmovies.com/movies/the+missouri+breaks/,812,27,15,3,113,,http://www.imdb.com/title/tt0074906/,no,no,no,no,no
449,-100,"Pat Garrett & Billy the Kid",1973,http://www.icheckmovies.com/movies/pat+garrett+and+billy+the+kid/,3584,213,20,10,303,,http://www.imdb.com/title/tt0070518/,"2012-03-10 04:54:00",no,no,no,no
450,-69,Requiescant,1967,http://www.icheckmovies.com/movies/requiescant/,228,5,3,2,54,,http://www.imdb.com/title/tt0063500/,"2013-09-20 02:42:00",no,no,no,no
451,-61,"Run of the Arrow",1957,http://www.icheckmovies.com/movies/run+of+the+arrow/,413,12,9,4,101,,http://www.imdb.com/title/tt0050915/,no,no,no,no,no
452,-35,"Soldier Blue",1970,http://www.icheckmovies.com/movies/soldier+blue/,391,19,3,1,64,,http://www.imdb.com/title/tt0066390/,no,no,no,no,no
453,15,"Ulzana's Raid",1972,http://www.icheckmovies.com/movies/ulzanas+raid/,780,26,8,6,146,,http://www.imdb.com/title/tt0069436/,"2012-05-02 23:38:35",no,no,no,no
454,-443,"Aguirre, der Zorn Gottes",1972,http://www.icheckmovies.com/movies/aguirre+der+zorn+gottes/,10003,1395,85,17,747,"Aguirre, the Wrath of God",http://www.imdb.com/title/tt0068182/,"2010-01-30 15:23:26",no,no,no,no
455,-416,"Barry Lyndon",1975,http://www.icheckmovies.com/movies/barry+lyndon/,17303,2104,138,23,841,,http://www.imdb.com/title/tt0072684/,"2010-01-30 15:23:26",no,no,no,no
456,-327,"The Decline of Western Civilization",1981,http://www.icheckmovies.com/movies/the+decline+of+western+civilization/,774,45,6,2,121,,http://www.imdb.com/title/tt0082252/,no,no,no,no,no
457,-313,"Donnie Darko",2001,http://www.icheckmovies.com/movies/donnie+darko/,89365,9746,999,19,1054,,http://www.imdb.com/title/tt0246578/,"2010-01-30 15:23:27",no,no,no,no
458,-294,Eraserhead,1977,http://www.icheckmovies.com/movies/eraserhead/,17663,1713,335,18,833,,http://www.imdb.com/title/tt0074486/,"2013-02-24 20:34:50",no,no,no,no
459,-289,Fantasia,1940,http://www.icheckmovies.com/movies/fantasia/,54910,2117,233,20,642,,http://www.imdb.com/title/tt0032455/,"2010-01-30 15:23:27",no,no,no,no
460,-109,Performance,1970,http://www.icheckmovies.com/movies/performance/,2767,177,77,16,324,,http://www.imdb.com/title/tt0066214/,no,no,no,no,no
461,-83,"Repo Man",1984,http://www.icheckmovies.com/movies/repo+man/,6614,466,76,8,290,,http://www.imdb.com/title/tt0087995/,"2012-08-18 16:35:40",no,no,no,no
462,-4,"The Trip",1967,http://www.icheckmovies.com/movies/the+trip-1967/,708,21,14,3,88,,http://www.imdb.com/title/tt0062395/,no,no,no,no,no
463,4,"Two-Lane Blacktop",1971,http://www.icheckmovies.com/movies/two-lane+blacktop/,2670,249,29,12,323,,http://www.imdb.com/title/tt0067893/,"2011-02-27 02:44:53",no,no,no,no
464,-452,"Ai no korîda",1976,http://www.icheckmovies.com/movies/ai+no+korida/,3595,204,92,17,360,"In the Realm of the Senses",http://www.imdb.com/title/tt0074102/,no,no,no,no,no
465,-384,"Capturing the Friedmans",2003,http://www.icheckmovies.com/movies/capturing+the+friedmans/,4540,284,23,7,228,,http://www.imdb.com/title/tt0342172/,no,no,no,no,no
466,-379,"C'est arrivé près de chez vous",1992,http://www.icheckmovies.com/movies/cest+arrive+pres+de+chez+vous/,5672,573,76,10,389,"Man Bites Dog",http://www.imdb.com/title/tt0103905/,no,no,no,no,no
467,-376,"Christiane F. - Wir Kinder vom Bahnhof Zoo",1981,http://www.icheckmovies.com/movies/christiane+f.+-+wir+kinder+vom+bahnhof+zoo/,2687,242,18,1,127,"We Children from Bahnhof Zoo",http://www.imdb.com/title/tt0082176/,no,no,no,no,no
468,-365,"The Cook, the Thief, His Wife & Her Lover",1989,http://www.icheckmovies.com/movies/the+cook+the+thief+his+wife+and+her+lover/,5785,616,91,8,359,,http://www.imdb.com/title/tt0097108/,no,no,no,no,no
469,-361,Crumb,1994,http://www.icheckmovies.com/movies/crumb/,4785,501,27,11,311,,http://www.imdb.com/title/tt0109508/,no,no,no,no,no
470,-347,"Dazed and Confused",1993,http://www.icheckmovies.com/movies/dazed+and+confused/,23955,1853,197,7,498,,http://www.imdb.com/title/tt0106677/,"2013-03-24 01:03:20",no,no,no,no
471,-331,Diva,1981,http://www.icheckmovies.com/movies/diva/,1641,101,20,6,249,,http://www.imdb.com/title/tt0082269/,no,no,no,no,no
472,-329,"Dogtown and Z-Boys",2001,http://www.icheckmovies.com/movies/dogtown+and+z-boys/,2201,104,10,3,73,,http://www.imdb.com/title/tt0275309/,no,no,no,no,no
473,-325,"The Draughtsman's Contract",1982,http://www.icheckmovies.com/movies/the+draughtsmans+contract/,1677,154,15,8,215,,http://www.imdb.com/title/tt0083851/,no,no,no,no,no
474,-313,"Electra Glide in Blue",1973,http://www.icheckmovies.com/movies/electra+glide+in+blue/,765,52,5,2,100,,http://www.imdb.com/title/tt0070022/,no,no,no,no,no
475,-313,Elephant,2003,http://www.icheckmovies.com/movies/elephant/,16002,1184,231,10,400,,http://www.imdb.com/title/tt0363589/,no,no,no,no,no
476,-300,Festen,1998,http://www.icheckmovies.com/movies/festen/,11837,1495,69,16,581,"The Celebration",http://www.imdb.com/title/tt0154420/,"2010-01-30 15:23:27",no,no,no,no
477,-297,Flesh,1968,http://www.icheckmovies.com/movies/flesh/,500,16,28,4,87,,http://www.imdb.com/title/tt0062979/,no,no,no,no,no
478,-287,"Funny Ha Ha",2002,http://www.icheckmovies.com/movies/funny+ha+ha/,490,29,13,2,59,,http://www.imdb.com/title/tt0327753/,no,no,no,no,no
479,-275,"Grey Gardens",1975,http://www.icheckmovies.com/movies/grey+gardens/,3637,301,29,10,278,,http://www.imdb.com/title/tt0073076/,no,no,no,no,no
480,-267,Head,1968,http://www.icheckmovies.com/movies/head/,1037,62,20,4,137,,http://www.imdb.com/title/tt0063049/,no,no,no,no,no
481,-250,Idioterne,1998,http://www.icheckmovies.com/movies/idioterne/,3462,247,86,6,240,"The Idiots",http://www.imdb.com/title/tt0154421/,no,no,no,no,no
482,-243,Inserts,1975,http://www.icheckmovies.com/movies/inserts/,160,11,3,1,37,,http://www.imdb.com/title/tt0073172/,no,no,no,no,no
483,-241,Irréversible,2002,http://www.icheckmovies.com/movies/irreversible/,13088,1200,264,11,499,Irreversible,http://www.imdb.com/title/tt0290673/,no,no,no,no,no
484,-222,"La jetée",1962,http://www.icheckmovies.com/movies/la+jetee/,9932,1299,52,18,569,"La Jetée",http://www.imdb.com/title/tt0056119/,"2014-08-17 01:19:32",no,no,no,no
485,-221,"The Last Movie",1971,http://www.icheckmovies.com/movies/the+last+movie/,350,13,13,3,88,,http://www.imdb.com/title/tt0067327/,no,no,no,no,no
486,-220,"The Last Waltz",1978,http://www.icheckmovies.com/movies/the+last+waltz/,3453,254,9,9,219,,http://www.imdb.com/title/tt0077838/,no,no,no,no,no
487,-199,"The Loveless",1981,http://www.icheckmovies.com/movies/the+loveless/,330,14,5,1,62,Breakdown,http://www.imdb.com/title/tt0085872/,no,no,no,no,no
488,-192,"Man on Wire",2008,http://www.icheckmovies.com/movies/man+on+wire/,11312,823,43,5,303,,http://www.imdb.com/title/tt1155592/,"2010-01-30 15:23:27",no,no,no,no
489,-184,"Metallica: Some Kind of Monster",2004,http://www.icheckmovies.com/movies/metallica+some+kind+of+monster/,2541,83,25,4,87,,http://www.imdb.com/title/tt0387412/,no,no,no,no,no
490,-180,"Mishima: A Life in Four Chapters",1985,http://www.icheckmovies.com/movies/mishima+a+life+in+four+chapters/,2221,256,17,6,248,,http://www.imdb.com/title/tt0089603/,no,no,no,no,no
491,-128,Primer,2004,http://www.icheckmovies.com/movies/primer/,16284,1499,240,7,388,,http://www.imdb.com/title/tt0390384/,"2010-01-30 15:23:27",no,no,no,no
492,-127,"Prospero's Books",1991,http://www.icheckmovies.com/movies/prosperos+books/,804,56,16,4,95,,http://www.imdb.com/title/tt0102722/,no,no,no,no,no
493,-113,"Requiem for a Dream",2000,http://www.icheckmovies.com/movies/requiem+for+a+dream/,76377,7968,724,20,963,,http://www.imdb.com/title/tt0180093/,"2010-01-30 15:23:27",no,no,no,no
494,-105,"Rumble Fish",1983,http://www.icheckmovies.com/movies/rumble+fish/,3311,253,34,7,186,,http://www.imdb.com/title/tt0086216/,"2013-12-15 18:34:31",no,no,no,no
495,-103,"Salò o le 120 giornate di Sodoma",1975,http://www.icheckmovies.com/movies/salo+o+le+120+giornate+di+sodoma/,6929,409,299,13,427,"Salò, or the 120 Days of Sodom",http://www.imdb.com/title/tt0073650/,"2012-04-21 00:32:40",no,no,no,no
496,-94,"Sex, Lies, and Videotape",1989,http://www.icheckmovies.com/movies/sex+lies+and+videotape/,9402,526,82,11,365,,http://www.imdb.com/title/tt0098724/,no,no,no,no,no
497,-57,Teaserama,1955,http://www.icheckmovies.com/movies/teaserama/,137,0,13,1,22,,http://www.imdb.com/title/tt0048700/,no,no,no,no,no
498,-44,"Touching the Void",2003,http://www.icheckmovies.com/movies/touching+the+void/,3124,243,12,6,159,,http://www.imdb.com/title/tt0379557/,no,no,no,no,no
499,-25,"F for Fake",1973,http://www.icheckmovies.com/movies/f+for+fake/,3940,490,36,10,367,,http://www.imdb.com/title/tt0072962/,no,no,no,no,no
500,-19,"Week End",1967,http://www.icheckmovies.com/movies/week+end/,3581,342,88,14,398,Weekend,http://www.imdb.com/title/tt0062480/,no,no,no,no,no
501,-15,"What's Up, Tiger Lily?",1966,http://www.icheckmovies.com/movies/whats+up+tiger+lilyquestion/,2254,58,59,3,74,,http://www.imdb.com/title/tt0061177/,no,no,no,no,no
502,-15,"When We Were Kings",1996,http://www.icheckmovies.com/movies/when+we+were+kings/,2318,169,5,6,183,,http://www.imdb.com/title/tt0118147/,"2014-05-10 16:11:26",no,no,no,no
