rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
60,,"The Fugitive",1993,http://www.icheckmovies.com/movies/the+fugitive/,32135,1302,59,7,372,,http://www.imdb.com/title/tt0106977/,"2010-01-30 15:23:28",no,no,no,no
61,,"Dung fong sam hap",1993,http://www.icheckmovies.com/movies/dung+fong+sam+hap/,283,11,10,2,59,"The Heroic Trio",http://www.imdb.com/title/tt0105619/,no,no,no,no,no
62,,"In the Line of Fire",1993,http://www.icheckmovies.com/movies/in+the+line+of+fire/,4195,166,24,3,155,,http://www.imdb.com/title/tt0107206/,"2012-01-14 20:01:53",no,no,no,no
63,,"Siu nin Wong Fei Hung chi: Tit ma lau",1993,http://www.icheckmovies.com/movies/siu+nin+wong+fei+hung+chi+tit+ma+lau/,2218,137,16,4,99,"Iron Monkey",http://www.imdb.com/title/tt0108148/,"2012-06-21 19:42:54",no,no,no,no
64,,"Clear and Present Danger",1994,http://www.icheckmovies.com/movies/clear+and+present+danger/,9295,154,59,2,103,,http://www.imdb.com/title/tt0109444/,"2010-01-30 15:23:27",no,no,no,no
65,,"The Crow",1994,http://www.icheckmovies.com/movies/the+crow/,20020,1203,145,3,298,,http://www.imdb.com/title/tt0109506/,"2011-08-14 02:08:37",no,no,no,no
66,,"Jing wu ying xiong",1994,http://www.icheckmovies.com/movies/jing+wu+ying+xiong/,2053,104,5,2,88,"Fist of Legend",http://www.imdb.com/title/tt0110200/,"2011-11-10 03:24:39",no,no,no,no
67,,Léon,1994,http://www.icheckmovies.com/movies/leon/,71547,8598,235,22,902,"Léon: The Professional",http://www.imdb.com/title/tt0110413/,"2010-01-30 15:23:27",no,no,no,no
68,,Speed,1994,http://www.icheckmovies.com/movies/speed/,48554,1285,251,9,362,,http://www.imdb.com/title/tt0111257/,"2010-01-30 15:23:27",no,no,no,no
69,,"True Lies",1994,http://www.icheckmovies.com/movies/true+lies/,30530,959,172,5,222,,http://www.imdb.com/title/tt0111503/,"2010-01-30 15:23:28",no,no,no,no
70,,"Bad Boys",1995,http://www.icheckmovies.com/movies/bad+boys/,14828,331,198,2,151,,http://www.imdb.com/title/tt0112442/,no,no,no,no,no
71,,Desperado,1995,http://www.icheckmovies.com/movies/desperado/,15554,590,105,2,164,,http://www.imdb.com/title/tt0112851/,no,no,no,no,no
72,,GoldenEye,1995,http://www.icheckmovies.com/movies/goldeneye/,40430,966,150,3,247,,http://www.imdb.com/title/tt0113189/,"2010-01-30 15:23:27",no,no,no,no
73,,"Mission: Impossible",1996,http://www.icheckmovies.com/movies/mission+impossible/,57285,1121,278,4,325,,http://www.imdb.com/title/tt0117060/,"2010-01-30 15:23:27",no,no,no,no
74,,"The Rock",1996,http://www.icheckmovies.com/movies/the+rock/,33141,1204,235,5,270,,http://www.imdb.com/title/tt0117500/,"2010-01-30 15:23:28",no,no,no,no
75,,"Air Force One",1997,http://www.icheckmovies.com/movies/air+force+one/,28887,440,248,2,149,,http://www.imdb.com/title/tt0118571/,"2010-01-30 15:23:26",no,no,no,no
